reliability,paper,subj_id,experiment,stimuli,training,hab,first.test,goal,mitten,causal,ageday,sex,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,n_hab,total_hab,firstthree,lastthree,habbed,T1,T2,T3,T4,T5,T6,ineff.1,ineff.2,ineff.3,eff.1,eff.2,eff.3,prop.ineff1,prop.ineff2,prop.ineff3,prop.ineff.all,avg.ineff,avg.eff,pref
0,SCS,SCS_S4_11,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,118,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4.2,10.2,6.1,2.3,8,5,0.646154,0.56044,0.54955,0.585381,6.833333,5.1,ineff
0,SCS,SCS_S4_12,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,118,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,31.3,9.8,16,10.5,14.2,6.4,0.748804,0.408333,0.714286,0.623808,19.033333,10.366667,ineff
0,SCS,SCS_S4_16,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,98,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.6,12.4,19.9,7,5.6,4.7,0.715447,0.688889,0.808943,0.73776,16.633333,5.766667,ineff
0,SCS,SCS_S4_17,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,96,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5.9,5.8,6.1,5.1,0.8,2.7,0.536364,0.878788,0.693182,0.702778,5.933333,2.866667,ineff
0,SCS,SCS_S4_18,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,95,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.1,5.1,8.2,6.6,11,10.4,0.518248,0.31677,0.44086,0.425293,6.8,9.333333,eff
0,SCS,SCS_S4_2,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,111,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,24,7.6,6.3,10.2,18.1,8.1,0.701754,0.29572,0.4375,0.478325,12.633333,12.133333,ineff
0,SCS,SCS_S4_21,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,110,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,20.8,7.3,5.8,9.7,8.7,9,0.681967,0.45625,0.391892,0.510036,11.3,9.133333,ineff
0,SCS,SCS_S4_22,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,97,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10.2,7.3,6.5,6.8,3.7,8.2,0.6,0.663636,0.442177,0.568604,8,6.233333,ineff
0,SCS,SCS_S4_24,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,93,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,33.6,9.2,14.3,10.2,11,13.8,0.767123,0.455446,0.508897,0.577155,19.033333,11.666667,ineff
0,SCS,SCS_S4_3,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,118,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9.8,6.8,2.5,9.3,11.1,2.3,0.513089,0.379888,0.520833,0.47127,6.366667,7.566667,eff
0,SCS,SCS_S4_7,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,112,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5.6,7,6.3,20.1,3.2,5.9,0.217899,0.686275,0.516393,0.473522,6.3,9.733333,eff
0,SCS,SCS_S4_8,SCS.Exp.4,,effective.training,constrained,inefficient,pick.up,yes.mitten,yes.causal,103,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,21.4,45,11.2,44.1,10.2,7.8,0.326718,0.815217,0.589474,0.577136,25.866667,20.7,ineff
0,SCS,SCS_S5_14,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,93,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7.2,11.7,17,7.6,5.3,5.7,0.486486,0.688235,0.748899,0.641207,11.966667,6.2,ineff
0,SCS,SCS_S5_15,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,114,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.9,6.4,13.7,6.7,4.8,7.7,0.541096,0.571429,0.640187,0.584237,9.333333,6.4,ineff
0,SCS,SCS_S5_16,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,110,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13.9,19.5,13.1,7.6,14.8,7.4,0.646512,0.568513,0.639024,0.618016,15.5,9.933333,ineff
0,SCS,SCS_S5_17,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,98,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,45,45,29.8,16.4,45,45,0.732899,0.5,0.398396,0.543765,39.933333,35.466667,ineff
0,SCS,SCS_S5_18,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,103,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7.1,5.6,7.9,8.3,12.5,6.4,0.461039,0.309392,0.552448,0.44096,6.866667,9.066667,eff
0,SCS,SCS_S5_19,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,114,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,17.1,16,10.5,26.3,12.6,19.3,0.394009,0.559441,0.352349,0.435266,14.533333,19.4,eff
0,SCS,SCS_S5_20,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,100,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.2,9.1,21,13.6,5,39.6,0.346154,0.64539,0.346535,0.446026,12.433333,19.4,eff
0,SCS,SCS_S5_21,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,111,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,29.2,9.2,29.9,45,18.2,21.8,0.393531,0.335766,0.578337,0.435878,22.766667,28.333333,eff
0,SCS,SCS_S5_22,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,109,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,4.4,7.7,5.1,6,6.4,6.5,0.423077,0.546099,0.439655,0.46961,5.733333,6.3,eff
0,SCS,SCS_S5_23,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,98,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,45,45,45,45,45,45,0.5,0.5,0.5,0.5,45,45,eff
0,SCS,SCS_S5_24,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,102,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,4.3,4.6,4.4,7.9,4.2,0.405405,0.352459,0.522727,0.426864,3.966667,5.5,eff
0,SCS,SCS_S5_25,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,106,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,11.4,5.5,7.7,17.2,14.7,5.4,0.398601,0.272277,0.587786,0.419555,8.2,12.433333,eff
0,SCS,SCS_S5_8,SCS.Exp.5,,effective.training,unconstrained,efficient,pick.up,yes.mitten,yes.causal,105,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,10.1,11.8,10.9,4.8,9,13.3,0.677852,0.567308,0.450413,0.565191,10.933333,9.033333,ineff
0,SCS,SCS_S5_1,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,115,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2.7,14.4,8.2,9.9,5.8,4.9,0.214286,0.712871,0.625954,0.517704,8.433333,6.866667,ineff
0,SCS,SCS_S5_10,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,119,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6.9,5,7.4,9.7,29.7,9.5,0.415663,0.144092,0.43787,0.332542,6.433333,16.3,eff
0,SCS,SCS_S5_11,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,103,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5.7,6.6,7,6.8,8.3,4,0.456,0.442953,0.636364,0.511772,6.433333,6.366667,ineff
0,SCS,SCS_S5_12,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,122,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,9.8,8.6,10.8,13.4,2.8,6.9,0.422414,0.754386,0.610169,0.595656,9.733333,7.7,ineff
0,SCS,SCS_S5_13,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,105,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8.2,9.8,13.9,13.6,24.1,15.3,0.376147,0.289086,0.476027,0.38042,10.633333,17.666667,eff
0,SCS,SCS_S5_2,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,118,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10.1,5.4,6.3,6.6,6.6,2.9,0.60479,0.45,0.684783,0.579858,7.266667,5.366667,ineff
0,SCS,SCS_S5_26,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,102,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13.3,28.1,7.5,22.6,12.8,13.4,0.370474,0.687042,0.358852,0.472122,16.3,16.266667,ineff
0,SCS,SCS_S5_3,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,122,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6.7,12,11.5,4.7,11.3,3.8,0.587719,0.515021,0.751634,0.618125,10.066667,6.6,ineff
0,SCS,SCS_S5_4,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,110,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,24,8.9,45,9.4,7.2,1.5,0.718563,0.552795,0.967742,0.746367,25.966667,6.033333,ineff
0,SCS,SCS_S5_5,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,114,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,19.3,7.4,6.5,8.5,12.7,10.2,0.694245,0.368159,0.389222,0.483875,11.066667,10.466667,ineff
0,SCS,SCS_S5_6,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,100,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,14.7,6.1,17.1,6.7,11.8,26,0.686916,0.340782,0.396752,0.474817,12.633333,14.833333,eff
0,SCS,SCS_S5_7,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,100,m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25.5,6.1,11.6,8.2,11.2,9.7,0.756677,0.352601,0.544601,0.551293,14.4,9.7,ineff
0,SCS,SCS_S5_9,SCS.Exp.5,,effective.training,unconstrained,inefficient,pick.up,yes.mitten,yes.causal,96,f,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8.5,31.2,38.5,34.1,36.3,26.5,0.199531,0.462222,0.592308,0.41802,26.066667,32.3,eff
